Class Name,Class Type,Available,Demand,Schedule
Ital 10 THX,1,15,0,TTh 2:30-4PM lec TBA
Ital 10 TWHFW,1,15,0,TWThF 1-2:30PM lec TBA
Ital 11 TWHFW,1,15,0,TWThF 1-2:30PM lec TBA
Ital 11 WFV,1,15,0,WF 11:30AM-1PM lec TBA
Ital 12 TWHFW,1,15,0,TWThF 1-2:30PM lec TBA
Ital 13 TWHFW,1,15,0,TWThF 1-2:30PM lec TBA
Ital 101 WFR,1,15,0,WF 8:30-10AM lec TBA
Italian 16 TWHFU,1,15,0,TWThF 10-11:30AM lec TBA
Italian 30 WFW,1,15,0,WF 1-2:30PM lec TBA
Italian 51 THX,1,15,0,TTh 2:30-4PM lec TBA
Italian 61 WFW,1,15,0,WF 1-2:30PM lec TBA
Italian 130 WFX,1,15,0,WF 2:30-4PM lec TBA
Italian 131 WFX,1,15,0,WF 2:30-4PM lec TBA
Japan Studies 101 THW,1,20,0,TTh 1-2:30PM disc CIS - Classroom C
J 100 TWX,1,12,0,T 1-4PM lec RM 205
J 101 FRV,1,20,0,F 9AM-12PM lec PStar2
J 101 SUV,1,20,0,S 10AM-1PM lec RM 207
J 101 TRU,1,15,0,T 8:30-11:30AM lec PStar2
J 101 WRV,1,20,0,W 9AM-12PM lec RM 205
J 101 WWX,1,11,0,W 1-4PM lec RM 205
J102 MRV-MWY,1,10,0,M 9AM-12PM lec RM 209; M 1-5PM lab RM 209
J104 HYZ,1,20,0,Th 4-7PM lec RM 207
J 105 TWX,1,18,0,T 1-4PM lec RM 207
J 110 HWX,1,19,0,Th 1-4PM disc RM 205
J 110 TUV,1,17,0,T 10AM-1PM disc RM 207
J 111 FRV,1,16,0,F 9AM-12PM lec RM 207
J 111 WWX,1,10,0,W 1-4PM lec RM 209
J 112 TRV,1,16,0,T 9AM-12PM disc RM 205
J116 WUV,1,10,0,W 10AM-1PM lec RM 209
J 117 HYZ,1,17,0,Th 4-7PM lab RM 209
J 121 SWY,1,19,0,S 2-5PM lab RM 207
J 122 FYZ,1,10,0,F 4-7PM lab RM 209
J123 WRU,1,16,0,W 8:30-11:30AM lab PStar1
J123 WWX,1,15,0,W 1-4PM lab PStar1
J 152 SRV,1,15,0,S 9AM-12PM lec RM 205
J196 TXYFact-Checking,1,11,0,T 2:30-5:30PM lec RM 209
J197 FWX,1,22,0,F 1-4PM lec RM 205
J199 FWX,1,10,0,F 1-4PM lec RM 207
J 201 SWX,1,5,0,S 1-4PM lec TBA
J 202 TZZ,1,10,0,T 5:30-8:30PM lec PStar1
J 216 SRV,1,8,0,S 9AM-12PM lec TBA
J 217 TYZ,1,5,0,T 4-7PM lec JCR
KAS 1 THQ1,1,20,0,TTh 7-8:30AM lec TBA
KAS 1 THR1,1,20,0,TTh 8:30-10AM lec TBA
KAS 1 THR2,1,20,0,TTh 8:30-10AM lec TBA
KAS 1 THU1,1,20,0,TTh 10-11:30AM lec TBA
KAS 1 THU2,1,20,0,TTh 10-11:30AM lec TBA
KAS 1 THU3,1,20,0,TTh 10-11:30AM lec TBA
KAS 1 THU4,1,50,0,TTh 10-11:30AM lec TBA
KAS 1 THU5,1,20,0,TTh 10-11:30AM lec TBA
KAS 1 THU6,1,20,0,TTh 10-11:30AM lec TBA
KAS 1 THU7,1,20,0,TTh 10-11:30AM lec TBA
KAS 1 THV1,1,20,0,TTh 11:30AM-1PM lec TBA
KAS 1 THV2,1,50,0,TTh 11:30AM-1PM lec TBA
KAS 1 THW1,1,20,0,TTh 1-2:30PM lec TBA
KAS 1 THW2,1,60,0,TTh 1-2:30PM lec TBA
KAS 1 THW3,1,20,0,TTh 1-2:30PM lec TBA
KAS 1 THW4,1,20,0,TTh 1-2:30PM lec TBA
KAS 1 THW5,1,20,0,TTh 1-2:30PM lec TBA
KAS 1 THX1,1,20,0,TTh 2:30-4PM lec TBA
KAS 1 THX2,1,20,0,TTh 2:30-4PM lec TBA
KAS 1 THX3,1,20,0,TTh 2:30-4PM lec TBA
KAS 1 THX4,1,20,0,TTh 2:30-4PM lec TBA
KAS 1 THX6,1,20,0,TTh 2:30-4PM lec TBA
KAS 1 THX7,1,20,0,TTh 2:30-4PM lec TBA
KAS 1 WFQ1,1,20,0,WF 7-8:30AM lec TBA
KAS 1 WFR1,1,20,0,WF 8:30-10AM lec TBA
KAS 1 WFR2,1,20,0,WF 8:30-10AM lec TBA
KAS 1 WFR3,1,20,0,WF 8:30-10AM lec TBA
KAS 1 WFR4,1,20,0,WF 8:30-10AM lec TBA
KAS 1 WFR5,1,20,0,WF 8:30-10AM lec TBA
KAS 1 WFR6,1,20,0,WF 8:30-10AM lec TBA
KAS 1 WFR7,1,20,0,WF 8:30-10AM lec TBA
KAS 1 WFU1,1,20,0,WF 10-11:30AM lec TBA
KAS 1 WFU2,1,20,0,WF 10-11:30AM lec TBA
KAS 1 WFU3,1,20,0,WF 10-11:30AM lec TBA
KAS 1 WFU4,1,20,0,WF 10-11:30AM lec TBA
KAS 1 WFU5,1,20,0,WF 10-11:30AM lec TBA
KAS 1 WFU6,1,20,0,WF 10-11:30AM lec TBA
KAS 1 WFU7,1,20,0,WF 10-11:30AM lec TBA
KAS 1 WFV1,1,20,0,WF 11:30AM-1PM lec TBA
KAS 1 WFV2,1,20,0,WF 11:30AM-1PM lec TBA
KAS 1 WFW1,1,20,0,WF 1-2:30PM lec TBA
KAS 1 WFW2,1,20,0,WF 1-2:30PM lec TBA
KAS 1 WFW3,1,20,0,WF 1-2:30PM lec TBA
KAS 1 WFW4,1,20,0,WF 1-2:30PM lec TBA
KAS 1 WFW5,1,20,0,WF 1-2:30PM lec TBA
KAS 1 WFW6,1,60,0,WF 1-2:30PM lec TBA
KAS 1 WFX2,1,20,0,WF 2:30-4PM lec TBA
KAS 1 WFX3,1,60,0,WF 2:30-4PM lec TBA
Kas 2 THR1,1,20,0,TTh 8:30-10AM lec TBA
Kas 2 THU1,1,20,0,TTh 10-11:30AM lec TBA
Kas 2 THV1,1,20,0,TTh 11:30AM-1PM lec TBA
Kas 2 THW1,1,20,0,TTh 1-2:30PM lec TBA
Kas 2 WFR1,1,20,0,WF 8:30-10AM lec TBA
Kas 2 WFU1,1,20,0,WF 10-11:30AM lec TBA
Kas 2 WFW1,1,20,0,WF 1-2:30PM lec TBA
Kas 2 WFX1,1,20,0,WF 2:30-4PM lec TBA
Kas 10 THW,1,15,0,TTh 1-2:30PM lec TBA
Kas 10 WFW,1,15,0,WF 1-2:30PM lec TBA
Kas 100 THV,1,15,0,TTh 11:30AM-1PM lec TBA
Kas 100 WFV,1,15,0,WF 11:30AM-1PM lec TBA
Kas 102 THV,1,15,0,TTh 11:30AM-1PM lec TBA
Kas 103 THW,1,15,0,TTh 1-2:30PM lec TBA
Kas 111 WFU,1,15,0,WF 10-11:30AM lec TBA
Kas 114 THR,1,15,0,TTh 8:30-10AM lec TBA
Kas 114 WFU,1,15,0,WF 10-11:30AM lec TBA
Kas 116 WFR,1,15,0,WF 8:30-10AM lec TBA
Kas 116 WFV,1,15,0,WF 11:30AM-1PM lec TBA
Kas 117 WFU,1,15,0,WF 10-11:30AM lec TBA
Kas 119 THW,1,15,0,TTh 1-2:30PM lec TBA
Kas 128 THVPhilippine Military History,1,15,0,TTh 11:30AM-1PM lec TBA
Kas 152 WFX,1,15,0,WF 2:30-4PM disc TBA
Kas 154 WFW,1,15,0,WF 1-2:30PM lec TBA
Kas 156 THX,1,15,0,TTh 2:30-4PM lec TBA
Kas 158 THUModern Japan,1,15,0,TTh 10-11:30AM lec TBA
Kas 160 THR,1,15,0,TTh 8:30-10AM lec TBA
Kas 163 THX,1,15,0,TTh 2:30-4PM lec TBA
Kas 196 WFX,1,15,0,WF 2:30-4PM lec TBA
Kas 199 THU,1,15,0,TTh 10-11:30AM lec TBA
Kas 203 SCDE,1,10,0,S 9AM-12PM disc TBA
Kas 204 TLNO,1,10,0,T 4-7PM disc TBA
Kas 205 FIJK,1,10,0,F 1-4PM disc TBA
Kas 209 SIJK,1,10,0,S 1-4PM disc TBA
Kas 328 FNOP,1,10,0,F 5-8PM seminar TBA
Kas 398 THNOP,1,10,0,Th 5-8PM disc TBA
Kas 399 WNOP,1,10,0,W 5-8PM diss TBA
Koreyano 10 THU,1,16,0,TTh 10-11:30AM lec TBA
Koreyano 10 THV,1,16,0,TTh 11:30AM-1PM lec TBA
Koreyano 10 THW,1,20,0,TTh 1-2:30PM lec TBA
Koreyano 10 TWHFU,1,16,0,TWThF 10-11:30AM lec TBA
Koreyano 10 WFR,1,16,0,WF 8:30-10AM lec TBA
Koreyano 10 WFX,1,16,0,WF 2:30-4PM lec TBA
Koreyano 11 THW,1,16,0,TTh 1-2:30PM lec TBA
Koreyano 11 TWHFU,1,16,0,TWThF 10-11:30AM lec TBA
Koreyano 11 WFR,1,16,0,WF 8:30-10AM lec TBA
Koreyano 11 WFY,1,16,0,WF 4-5:30PM lec TBA
Koreyano 12 THWX,1,16,0,TTh 1-4PM lec TBA
Koreyano 12 WFUV,1,16,0,WF 10AM-1PM lec TBA
Koreyano 13 THWX,1,16,0,TTh 1-4PM lec TBA
Koreyano 13 WFUV,1,16,0,WF 10AM-1PM lec TBA
Koreyano 110 WFR,1,16,0,WF 8:30-10AM lec TBA
Koreyano 112 WFV,1,10,0,WF 11:30AM-1PM lec TBA
Koreyano 113 MXY,1,10,0,M 2:30-5:30PM lec TBA
Koreyano 120 MVW,1,10,0,M 11:30AM-2:30PM lec TBA
L Arch 1 THW,1,23,0,T 1-2:30PM lec B2-104; Th 1-2:30PM lec TBA
L Arch 1 THW-1,1,23,0,T 1-2:30PM lec B2-105; Th 1-2:30PM lec TBA
L Arch 1 WFW,1,23,0,W 1-2:30PM lec B2-103; F 1-2:30PM lec TBA
L Arch 12 THABCD,1,17,0,Th 7:30-11AM lab B1-Studio Lab 2; T 7:30-11AM lab TBA
L Arch 12 THABCD-1,1,17,0,Th 7:30-11AM lab B1-Studio Lab 1; T 7:30-11AM lab TBA
L Arch 13 WFWX,1,18,0,F 1-3:30PM lab B2-104; W 1-3:30PM lab TBA
L Arch 13 WFWX-1,1,17,0,F 1-3:30PM lab B2-104A; W 1-3:30PM lab TBA
L Arch 22 THABCD,1,13,0,Th 7:30-11AM lab B1-Studio Lab 3; T 7:30-11AM lab TBA
L Arch 22 THABCD-1,1,13,0,TTh 7:30-11AM lab TBA
L Arch 27 FIJ,1,14,0,F 1-3PM lec B2-105
L Arch 27 FIJ-1,1,14,0,F 1-3PM lec B2-105A
L Arch 29 THWX,1,12,0,Th 1-3:30PM studio B1-Studio Lab 1; T 1-3:30PM studio TBA
L Arch 29 THWX-2,1,12,0,Th 1-3:30PM studio B1-Studio Lab 2; T 1-3:30PM studio TBA
L Arch 130 WFR,1,19,0,F 8:30-10AM lec B2-104; W 8:30-10AM lec TBA
L Arch 132 THABCDE,1,16,0,Th 7AM-12PM lab B1-Studio Lab 4; T 7AM-12PM lab TBA
L Arch 132 THABCDE-1,1,14,0,Th 7AM-12PM lab B1-Studio Lab 5; T 7AM-12PM lab TBA
L Arch 134 THWX,1,21,0,Th 1-3:30PM lec B2-103; T 1-3:30PM lec TBA
L Arch 137 HYZ,1,18,0,Th 4-7PM lec B2-101
L Arch 146 MFABCD,1,13,0,F 7-10:30AM lab B2-103; M 7-10:30AM lab TBA
L Arch 146 MFABCD-1,1,12,0,F 7-10:30AM lab B2-103A; M 7-10:30AM lab TBA
L Arch 147 WABCDE,1,10,0,W 7AM-12PM lec B2-103A
L Arch 147 WABCDE-1,1,10,0,W 7AM-12PM lec B2-103
L Arch 199.2 THABCDE,1,6,0,W 1-6PM lab B2-101; F 1-6PM lab TBA
L Arch 221 FOPQ,1,5,0,F 6-9PM lec/work B2-104
L Arch 224 HOPQ,1,5,0,Th 6-9PM lec/sem-work B2-107 CAD Lab
LAW 184 A,1,20,0,TTh 1:30-3PM lec TBA
LAW 189 A,1,20,0,TF 12-1:30PM lec TBA
LAW 192 A,1,20,0,S 1-4PM lec LAW 208
LAW 245 LLM,1,10,0,F 5-9PM lec TBA
LAW 255 LLM,1,10,0,Th 6-9PM lec TBA
LAW 262 LLM,1,15,0,T 6-9PM lec TBA
LAW 264 LLM,1,23,0,W 4-9PM lec TBA
LAW 266 LLM,1,10,0,S 2-5PM lec TBA
LAW 274 LLM,1,10,0,M 6-9PM lec TBA
LAW 275 LLM,1,10,0,S 8-11AM lec TBA
LAW 300 LLM,1,10,0,Su 7-10AM thesis TBA
LIS 10 THW1,1,15,0,TTh 1-2:30PM lec TBA
LIS 10 THX1,1,15,0,TTh 2:30-4PM lec TBA
LIS 10 WFQ1,1,15,0,WF 7-8:30AM lec TBA
LIS 10 WFU1,1,15,0,WF 10-11:30AM lec TBA
LIS 10 WFW1,1,15,0,WF 1-2:30PM lec TBA
LIS 10 WFX1,1,15,0,WF 2:30-4PM lec TBA
LIS 50 WFU1,1,15,0,WF 10-11:30AM lec TBA
LIS 50 WFV1,1,15,0,WF 11:30AM-1PM lec TBA
LIS 50 WFW1,1,15,0,WF 1-2:30PM lec TBA
LIS 55 FGA1,1,18,0,F 8:30-11:30AM lec TBA
LIS 55 FIJK1,1,18,0,F 1-4PM lec TBA
LIS 60 WFV1,1,20,0,WF 11:30AM-1PM lec TBA
LIS 60 WFY1,1,20,0,WF 4-5:30PM lec TBA
LIS 61 WFU1,1,15,0,WF 10-11:30AM lec TBA
LIS 62 THW1,1,15,0,TTh 1-2:30PM lec TBA
LIS 62 THX1,1,15,0,TTh 2:30-4PM lec TBA
LIS 64 WFY1,1,20,0,WF 4-5:30PM lec TBA
LIS 114 FNJ1,1,15,0,F 2:30-5:30PM lec TBA
LIS 121 THY1,1,20,0,TTh 4-5:30PM lec TBA
LIS 131 HIJK1,1,15,0,Th 1-4PM lec TBA
LIS 151 WFR1,1,15,0,WF 8:30-10AM lec TBA
LIS 152 TIJK1,1,20,0,T 1-4PM lec TBA
LIS 161 TIJK1,1,20,0,T 1-4PM lab TBA
LIS 161 WIJK1,1,20,0,W 1-4PM lab TBA
LIS 162 FIJK1,1,15,0,F 1-4PM lab TBA
LIS 170 WIJK1,1,20,0,W 1-4PM lec TBA
LIS 173 TIJK1,1,10,0,T 1-4PM lab TBA
LIS 174 TDEF1,1,15,0,T 10AM-1PM lec TBA
LIS 181 MIJK1,1,20,0,M 1-4PM field TBA
LIS 191 HIJK1,1,15,0,Th 1-4PM lec TBA
LIS 192 THR1,1,19,0,TTh 8:30-10AM lec TBA
LIS 195 WFY1,1,15,0,WF 4-5:30PM lec TBA
LIS 198 THW1Data for Computation and Research,1,10,0,TTh 1-2:30PM lec TBA
LIS 198 THZ1Introduction to Artificial Intelligence in LIS,1,15,0,TTh 5:30-7PM lec TBA
LIS 199 THU1,1,15,0,TTh 10-11:30AM lec TBA
LIS 200 MCDE1,1,21,0,M 9AM-12PM thesis TBA
LIS 210 SCDE1,1,10,0,S 9AM-12PM lec TBA
LIS 251 SCDE1,1,10,0,S 9AM-12PM lec TBA
LIS 264 MZQ1,1,15,0,M 5:30-8:30PM lec TBA
LIS 272 FZQ1,1,10,0,F 5:30-8:30PM seminar TBA
LIS 290 SCDE1,1,10,0,S 9AM-12PM lec TBA
LIS 298 SIJK1Diversity and Multiculturalism in Libraries,1,10,0,S 1-4PM lec TBA
LIS 299 SCDE1,1,10,0,S 9AM-12PM lec TBA
LIS 299 WZQ1,1,10,0,W 5:30-8:30PM lec TBA
LIS 300 MLNO1,1,22,0,M 1-4PM thesis TBA
LStud 204 MFOPQ,1,10,0,M 6-9:30PM studio B2-103; F 6-9:30PM studio TBA
LStud 204 MFOPQ-1,1,10,0,MF 6-9:30PM studio Archi 103A
LStud 205 WOPQSCDEG-1,1,10,0,S 9AM-12:30PM studio B2-103; W 6-9:30PM studio TBA
LStud 205 WOPQSCDEG-2,1,10,0,S 9AM-12:30PM studio B2-103; W 6-9:30PM studio TBA
LStud 206 THOPQ,1,10,0,Th 6-9:30PM studio B2-103; T 6-9:30PM studio TBA
LStud 206 THOPQ-1,1,10,0,Th 6-9:30PM studio B2-103; T 6-9:30PM studio TBA
LTS 2 Educ M,1,25,0,M 8:30-11:30AM lec TBA
LTS 2 Educ M-1,1,25,0,M 8:30-11:30AM lec TBA
LTS 2 CAL MDEF,1,22,0,M 10AM-1PM lec CAL 207
LTS 2 CAL MDEG,1,26,0,M 10AM-1PM lec PH 1201
Latin 10 THR,1,15,0,TTh 8:30-10AM lec TBA
Latin 10 THW,1,15,0,TTh 1-2:30PM lec TBA
Latin 10 WFR,1,15,0,WF 8:30-10AM lec TBA
Latin 11 WFR,1,15,0,WF 8:30-10AM lec TBA
Law 101 I-A,1,20,0,MTWThF 9:30-10:30AM lec LAW 212
Law 101 I-B,1,20,0,S 8-10AM lec TBA; TTh 3:30-5PM lec TBA
Law 101 I-BGC/Day1,1,20,0,TTh 9:30AM-12PM lec TBA
Law 101 I-BGC/Day2,1,20,0,TTh 1-3:30PM lec TBA
Law 101 I-BGC/Eve1,1,20,0,S 2-5PM lec TBA; W 7-9PM lec TBA
Law 101 I-BGC/Eve2,1,20,0,TTh 6:30-9PM lec TBA
Law 101 I-C,1,20,0,MTWThF 10:30-11:30AM lec LAW 212
Law 101 I-D,1,20,0,MW 1-2:30PM lec TBA; F 1-3PM lec TBA
Law 101 I-E,1,20,0,MW 10AM-12PM lec LAW 200; F 11AM-12PM lec LAW 200
Law 101 I-Eve1,1,21,0,TTh 7-9:30PM lec LAW 303-305
Law 101 I-Eve2,1,22,0,MW 6-7:30PM lec TBA; F 6-8PM lec TBA
Law 101 I-G,1,20,0,MTWThF 10-11AM lec LAW AMB
Law 101 I-H,1,20,0,MW 2:30-4PM lec TBA; F 3-5PM lec TBA
Law 101 I-I,1,20,0,F 4-5PM lec TBA; MW 4-6PM lec TBA
Law 101 I-Iloilo/Day,1,23,0,MTWThF 11AM-12PM lec TBA
Law 101 I-Iloilo/Eve,1,23,0,MW 7-9:30PM lec TBA
Law 101 I-J,1,20,0,TTh 2-4:30PM lec TBA
Law 103 II-BGC/Eve1,1,20,0,S 1-3PM lec TBA
Law 103 II-BGC/Eve2,1,20,0,F 7-9PM lec TBA
Law 103 II-Eve1,1,20,0,Th 6-8PM lec LAW 212
Law 103 II-Eve2,1,20,0,M 6-8PM lec TBA
Law 103 II-Eve3,1,20,0,S 8-10AM lec TBA
Law 103 II-Eve4,1,20,0,M 7:30-9:30PM lec LAW 204-206
Law 103 II-Iloilo/Eve,1,20,0,M 6-8PM lec TBA
Law 104 II-BGC/Eve1,1,20,0,WF 7:30-9PM lec TBA
Law 104 II-BGC/Eve2,1,20,0,S 1-3PM lec TBA; Th 6-7PM lec TBA
Law 104 II-Eve1,1,20,0,TF 6-7:30PM lec LAW 203-205
Law 104 II-Eve2,1,20,0,TTh 7:30-9PM lec LAW SOLIVEN
Law 104 II-Eve3,1,20,0,TTh 7:30-9PM lec TBA
Law 104 II-Eve4,1,20,0,S 10-11:30AM lec LAW 303-305; Th 7:30-9PM lec LAW 204-206
Law 104 II-Iloilo/Eve,1,20,0,WF 7:30-9PM lec TBA
Law 106 III-AD,1,20,0,S 11AM-1:30PM lec TBA; T 6-8:30PM lec TBA
Law 106 III-B,1,20,0,TTh 5-7:30PM lec LAW AMB
Law 106 III-BGC/Day1,1,20,0,MW 9:30AM-12PM lec TBA
Law 106 III-BGC/Day2,1,20,0,TTh 7:30-10PM lec TBA
Law 106 III-CH,1,20,0,W 4-6PM lec LAW 204-206; F 4-6PM lec TBA; M 5-6PM lec TBA
Law 106 III-E,1,20,0,S 10AM-12:30PM lec LAW SOLIVEN; W 6-8:30PM lec LAW SOLIVEN
Law 106 III-G,1,20,0,S 12-2:30PM lec LAW 204-206; W 6-8:30PM lec LAW 204-206
Law 106 III-I,1,20,0,MW 3:30-6PM lec TBA
Law 106 III-J,1,20,0,TTh 10AM-12:30PM lec LAW 208
Law 107 II-A,1,20,0,TTh 5-6:30PM lec LAW 304
Law 107 II-B,1,20,0,T 8:30-9:30AM lec TBA; S 10AM-12PM lec TBA
Law 107 II-BGC/Day1,1,20,0,S 11:30AM-1PM lec TBA; T 4:30-6PM lec TBA
Law 107 II-BGC/Day2,1,20,0,MF 10-11:30AM lec TBA
Law 107 II-BGC/Eve1,1,20,0,MW 6-7:30PM lec TBA
Law 107 II-BGC/Eve2,1,20,0,M 6-8PM lec TBA; Th 7-8PM lec TBA
Law 107 II-C,1,20,0,TTh 3-4:30PM lec LAW 303-305
Law 107 II-D,1,20,0,S 10:30AM-12PM lec TBA; W 5-6:30PM lec TBA
Law 107 II-E,1,20,0,S 9-10:30AM lec TBA; Th 4-5:30PM lec TBA
Law 107 II-Eve1,1,20,0,S 9-11AM lec LAW 204-206; Th 8-9PM lec TBA
Law 107 II-Eve2,1,20,0,S 10AM-12PM lec LAW AMB; W 6-7PM lec TBA
Law 107 II-Eve3,1,20,0,M 6-7:30PM lec LAW 307-309; Th 6-7:30PM lec TBA
Law 107 II-Eve4,1,20,0,TF 6-7:30PM lec TBA
Law 107 II-G,1,20,0,MTh 9:30-11AM lec LAW 304
Law 107 II-H,1,20,0,MTh 8-9:30AM lec LAW 304
Law 107 II-I,1,20,0,MW 5-6:30PM lec LAW 304
Law 107 II-Iloilo/Eve,1,20,0,S 9-11AM lec TBA; Th 8-9PM lec TBA
Law 108 IV-BGC/Eve,1,20,0,MW 6-7:30PM lec TBA
Law 108 IV-Eve1,1,20,0,MW 7:30-9PM lec TBA
Law 108 IV-Eve2,1,20,0,T 7:30-9PM lec LAW 304; Th 7:30-9PM lec TBA
Law 110 I-A,1,20,0,TTh 3-5PM lec LAW 307-309
Law 110 I-B,1,20,0,WF 5-7PM lec LAW 303-305
Law 110 I-BGC/Day1,1,20,0,MW 10AM-12PM lec TBA
Law 110 I-BGC/Day2,1,20,0,TTh 10AM-12PM lec TBA
Law 110 I-BGC/Eve1,1,20,0,TTh 6-8PM lec TBA
Law 110 I-BGC/Eve2,1,20,0,WF 6-8PM lec TBA
Law 110 I-C,1,20,0,W 8-10AM lec LAW 307-309; S 2-4PM lec LAW 203-205
Law 110 I-D,1,20,0,MW 9:30-11:30AM lec LAW 204-206
Law 110 I-E,1,20,0,S 2-4PM lec TBA; Th 5-7PM lec TBA
Law 110 I-Eve1,1,21,0,S 8-10AM lec LAW 303-305; TTh 6-7PM lec LAW 303-305
Law 110 I-Eve2,1,22,0,S 8-10AM lec LAW 203-205; Th 7-9PM lec LAW 304
Law 110 I-G,1,20,0,MW 3-5PM lec LAW 212
Law 110 I-H,1,20,0,T 12-2PM lec LAW 212; Th 12-2PM lec TBA
Law 110 I-I,1,20,0,MW 10AM-12PM lec LAW 208
Law 110 I-Iloilo/Day,1,23,0,S 10AM-12PM lec TBA; Th 6-8PM lec TBA
Law 110 I-Iloilo/Eve,1,23,0,S 2-3PM lec TBA; Th 6-9PM lec TBA
Law 110 I-J,1,20,0,MW 10AM-12PM lec LAW 307-309
Law 111 III-BGC/Eve1,1,20,0,TTh 7:30-9PM lec TBA
Law 111 III-BGC/Eve2,1,20,0,MW 7:30-9PM lec TBA
Law 111 III-Eve1,1,20,0,TTh 6-7:30PM lec LAW 311-315
Law 111 III-Eve2,1,20,0,TTh 7:30-9PM lec LAW 311-315
Law 112 II-AD,1,20,0,M 10AM-12PM lec LAW 203-205
Law 112 III-BGC/Day1,1,20,0,T 3-5PM lec TBA
Law 112 III-BGC/Day2,1,20,0,Th 3-5PM lec TBA
Law 112 III-BJ,1,20,0,M 3-5PM lec LAW 311-315
Law 112 III-CH,1,20,0,TTh 2-3PM lec LAW 212
Law 112 III-E,1,20,0,TTh 3-4PM lec LAW 212
Law 112 III-G,1,20,0,TTh 5-6PM lec LAW 212
Law 112 III-I,1,20,0,S 10AM-12PM lec TBA
Law 112 IV-BGC/Eve,1,20,0,S 8-10AM lec TBA
Law 112 IV-Eve1,1,20,0,S 4-6PM lec TBA
Law 112 IV-Eve2,1,20,0,S 3-5PM lec LAW 212
Law 112 K,1,20,0,TTh 9-10AM lec LAW 303-305
Law 112 L,1,20,0,TTh 10:30-11:30AM lec LAW 303-305
Law 114 II-A,1,20,0,TTh 1-2:30PM lec LAW 204-206
Law 114 II-B,1,20,0,TTh 1:30-3PM lec LAW 208
Law 114 II-BGC/Day1,1,20,0,WF 3:30-5PM lec TBA
Law 114 II-BGC/Day2,1,20,0,F 12-1:30PM lec TBA; T 4:30-6PM lec TBA
Law 114 II-C,1,20,0,MW 10-11:30AM lec LAW 203-205
Law 114 II-D,1,20,0,TTh 4:30-6PM lec LAW 204-206
Law 114 II-E,1,20,0,WF 8-9:30AM lec TBA
Law 114 II-G,1,20,0,TTh 4-5:30PM lec LAW 200
Law 114 II-H,1,20,0,TTh 3-4:30PM lec LAW 204-206
Law 114 II-I,1,20,0,W 1:30-3PM lec LAW 304; F 1:30-3PM lec TBA
Law 114 II-Iloilo/Day,1,20,0,MW 8-9:30AM lec TBA
Law 114 III-BGC/Eve1,1,20,0,TTh 6-7:30PM lec TBA
Law 114 III-BGC/Eve2,1,20,0,WF 6-7:30PM lec TBA
Law 114 III-Eve1,1,20,0,TTh 7:30-9PM lec LAW 316
Law 114 III-Eve2,1,20,0,TTh 6-7:30PM lec LAW 316
Law 114 K,1,20,0,TTh 10-11:30AM lec LAW 304
Law 116 I-BGC/Eve1,1,20,0,S 8-10AM lec TBA
Law 116 I-BGC/Eve2,1,20,0,S 10AM-12PM lec TBA
Law 116 I-Eve1,1,21,0,S 10AM-12PM lec LAW 212
Law 116 I-Eve2,1,22,0,S 2-4PM lec TBA
Law 116 I-Iloilo/Eve,1,23,0,T 7-9PM lec TBA
Law 117 I-A,1,20,0,M 3-5PM lec LAW 307-309
Law 117 I-B,1,20,0,S 1-3PM lec LAW 212
Law 117 I-BGC/Day1,1,20,0,S 8-10AM lec TBA
Law 117 I-BGC/Day2,1,20,0,W 9-11AM lec TBA
Law 117 I-C,1,20,0,M 1-3PM lec LAW 307-309
Law 117 I-D,1,20,0,S 8-10AM lec LAW 212
Law 117 I-E,1,20,0,F 2-4PM lec LAW 304
Law 117 I-G,1,20,0,S 9-11AM lec TBA
Law 117 I-H,1,20,0,S 10AM-12PM lec TBA
Law 117 I-I,1,20,0,S 8-10AM lec LAW SOLIVEN
Law 117 I-Iloilo/Day,1,23,0,M 1-3PM lec TBA
Law 117 I-J,1,20,0,F 10AM-12PM lec LAW 307-309
Law 118 III-AD,1,20,0,W 4-5PM lec LAW 200
Law 118 III-B,1,20,0,Th 12-1PM lec TBA
Law 118 III-BGC/Day1,1,20,0,M 12-1PM lec TBA
Law 118 III-BGC/Day2,1,20,0,Th 6-7PM lec TBA
Law 118 III-CH,1,20,0,M 4-5PM lec LAW 200
Law 118 III-E,1,20,0,T 12-1PM lec TBA
Law 118 III-G,1,20,0,T 6-7PM lec TBA
Law 118 III-I,1,20,0,M 7-8PM lec TBA
Law 118 III-J,1,20,0,F 4-5PM lec TBA
Law 119 A,1,10,0,Su 8-10AM lec TBA
Law 120 I-A,1,20,0,S 10AM-12PM lec TBA
Law 120 I-B,1,20,0,TTh 10-11AM lec LAW 200
Law 120 I-BGC/Day1,1,20,0,Th 2-4PM lec TBA
Law 120 I-BGC/Day2,1,20,0,M 9-11AM lec TBA
Law 120 I-BGC/Eve1,1,20,0,F 6-8PM lec TBA
Law 120 I-BGC/Eve2,1,20,0,M 6-8PM lec TBA
Law 120 I-C,1,20,0,TTh 9-10AM lec LAW 200
Law 120 I-D,1,20,0,W 3-5PM lec LAW 304
Law 120 I-E,1,20,0,S 10AM-12PM lec TBA
Law 120 I-Eve1,1,21,0,W 6-8PM lec TBA
Law 120 I-Eve2,1,22,0,MW 8-9PM lec TBA
Law 120 I-G,1,20,0,S 4-6PM lec LAW 311-315
